"","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"20","ASV_20","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"21","ASV_21","High","1973086","Eukaryota","","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Spiniferites","Spiniferites ramosus"
"22","ASV_22","Low","2026786","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","","","Rhodospirillales bacterium"
"23","ASV_23","Low","2003115","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella","Pedospumella sp. JBM19"
"24","ASV_24","Low","2805718","Eukaryota","","","","","","Stramenopiles sp. MAST-1C-sp1"
"25","ASV_25","Low","1871048","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","Devosia sp."
"26","ASV_26","Low","30301","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botryllus","Botryllus schlosseri"
"27","ASV_27","High","201961","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidiella","Ascidiella aspersa"
"28","ASV_28","None","None",NA,NA,NA,NA,NA,NA,NA
"29","ASV_29","High-MH","None","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas",NA
"30","ASV_30","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"31","ASV_31","Low","59560","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia mammillata"
"32","ASV_32","Low","2920428","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Aurantimonas","Aurantimonas marianensis"
"33","ASV_33","Low","35684","Eukaryota","","Dictyochophyceae","Pedinellales","","Pseudopedinella","Pseudopedinella elastica"
"34","ASV_34","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"35","ASV_35","High-MH","None","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"36","ASV_36","None","None",NA,NA,NA,NA,NA,NA,NA
"37","ASV_37","High","1973086","Eukaryota","","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Spiniferites","Spiniferites ramosus"
"38","ASV_38","None","None",NA,NA,NA,NA,NA,NA,NA
"39","ASV_39","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"40","ASV_40","None","None",NA,NA,NA,NA,NA,NA,NA
"41","ASV_41","None","None",NA,NA,NA,NA,NA,NA,NA
"42","ASV_42","Low","483369","Eukaryota","","Dictyochophyceae","Pedinellales","","","Pedinellales sp. CCMP2098"
"43","ASV_43","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"44","ASV_44","Low","2711279","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora bipinnatae"
"45","ASV_45","Low","637492","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia sp. JJW-2009a"
"46","ASV_46","Low","413847","Eukaryota","Oomycota","","Lagenidiales","Haliphthoraceae","Haliphthoros","Haliphthoros sp. NJM 0443"
"47","ASV_47","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"48","ASV_48","Low","2026786","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","","","Rhodospirillales bacterium"
"49","ASV_49","Low","672126","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. TN6"
"50","ASV_50","Low","1931097","Eukaryota","Mucoromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Diversispora sp."
"51","ASV_51","High-MH","None","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae",NA,NA
"52","ASV_52","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"53","ASV_53","None","None",NA,NA,NA,NA,NA,NA,NA
"54","ASV_54","Low","2030826","Eukaryota","Endomyxa","Phytomyxea","Phagomyxida","","Maullinia","Maullinia braseltonii"
"55","ASV_55","Low","576293","Eukaryota","Tardigrada","Eutardigrada","Parachela","Isohypsibiidae","Isohypsibius","Isohypsibius sp. Tar195"
"56","ASV_56","None","None",NA,NA,NA,NA,NA,NA,NA
"57","ASV_57","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"58","ASV_58","None","None",NA,NA,NA,NA,NA,NA,NA
"59","ASV_59","Low","254430","Eukaryota","","Ichthyosporea","Ichthyophonida","","Anurofeca","Anurofeca sp. LAH-2003"
"60","ASV_60","Low","2015511","Eukaryota","Euglenozoa","Diplonemea","","","","Diplonemida sp."
"61","ASV_61","High","35684","Eukaryota","","Dictyochophyceae","Pedinellales","","Pseudopedinella","Pseudopedinella elastica"
"62","ASV_62","High-MH","None","Eukaryota","Chordata","Actinopteri","Osteoglossiformes","Osteoglossidae",NA,NA
"63","ASV_63","None","None",NA,NA,NA,NA,NA,NA,NA
"64","ASV_64","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"65","ASV_65","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"66","ASV_66","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"67","ASV_67","Low","2026747","Archaea","Candidatus Heimdallarchaeota","","","","","Candidatus Heimdallarchaeota archaeon"
"68","ASV_68","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"69","ASV_69","Low","27327","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia reukaufii"
"70","ASV_70","Low","151027","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas longipes"
"71","ASV_71","None","None",NA,NA,NA,NA,NA,NA,NA
"72","ASV_72","High","2614552","Eukaryota","Gastrotricha","","Chaetonotida","Chaetonotidae","Chaetonotus","Chaetonotus aff. oculifer MK-2019"
"73","ASV_73","None","None",NA,NA,NA,NA,NA,NA,NA
"74","ASV_74","None","None",NA,NA,NA,NA,NA,NA,NA
"75","ASV_75","Low","2018708","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea avium"
"76","ASV_76","None","None",NA,NA,NA,NA,NA,NA,NA
"77","ASV_77","None","None",NA,NA,NA,NA,NA,NA,NA
"78","ASV_78","Low","2041829","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira sp. RCC4858"
"79","ASV_79","Low","1503927","Eukaryota","Euglenozoa","Diplonemea","","Hemistasiidae","Hemistasia","Hemistasia phaeocysticola"
"80","ASV_80","High-MH","None","Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA
"81","ASV_81","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"82","ASV_82","None","None",NA,NA,NA,NA,NA,NA,NA
"83","ASV_83","High-MH","None","Eukaryota","Bacillariophyta","Coscinodiscophyceae",NA,NA,NA,NA
"84","ASV_84","Low","1982022","Eukaryota","","","","","","Stramenopiles sp."
"85","ASV_85","Low","2919515","Eukaryota","","Bigyra","Bicosoecida","","","Bicosoecida sp. HIYC8c1"
"86","ASV_86","High","676789","Eukaryota","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma singulare"
"87","ASV_87","Low","672125","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. HK9"
"88","ASV_88","None","None",NA,NA,NA,NA,NA,NA,NA
"89","ASV_89","Low","254430","Eukaryota","","Ichthyosporea","Ichthyophonida","","Anurofeca","Anurofeca sp. LAH-2003"
"90","ASV_90","High","2529852","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Kiloniellaceae","Curvivirga","Curvivirga aplysinae"
"91","ASV_91","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"92","ASV_92","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"93","ASV_93","High-MH","None","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA
"94","ASV_94","Low","151586","Eukaryota","","","","","","Uncultured marine alveolate Group I DH148-EKD22"
"95","ASV_95","Low","703023","Eukaryota","","","","","","Acantharian sp. 6201"
"96","ASV_96","Low","2711279","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora bipinnatae"
"97","ASV_97","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"98","ASV_98","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"99","ASV_99","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"100","ASV_100","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"101","ASV_101","High-MH","None","Eukaryota","","Dinophyceae",NA,NA,NA,NA
"102","ASV_102","None","None",NA,NA,NA,NA,NA,NA,NA
"103","ASV_103","Low","59560","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia mammillata"
"104","ASV_104","High-MH","None","Eukaryota","Chordata",NA,NA,NA,NA,NA
"105","ASV_105","Low","67961","Eukaryota","Rhodophyta","Florideophyceae","Thoreales","Thoreaceae","Thorea","Thorea violacea"
"106","ASV_106","None","None",NA,NA,NA,NA,NA,NA,NA
"107","ASV_107","None","None",NA,NA,NA,NA,NA,NA,NA
"108","ASV_108","High-MH","None","Eukaryota","Haptophyta","",NA,NA,NA,NA
"109","ASV_109","Low","2884181","Eukaryota","","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Pseudocochlodinium","Pseudocochlodinium profundisulcus"
"110","ASV_110","High","1580596","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Phaeobacter","Phaeobacter piscinae"
"111","ASV_111","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"112","ASV_112","Low","1629645","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Porosporidae","Thiriotia","Thiriotia sp. MS-2015"
"113","ASV_113","None","None",NA,NA,NA,NA,NA,NA,NA
"114","ASV_114","Low","672126","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. TN6"
"115","ASV_115","Low","91992","Eukaryota","","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma pacifica"
"116","ASV_116","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"117","ASV_117","High-MH","None","Eukaryota","Arthropoda","Hexanauplia",NA,NA,NA,NA
"118","ASV_118","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"119","ASV_119","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"120","ASV_120","High-MH","None","Eukaryota","Chlorophyta","","",NA,NA,NA
"121","ASV_121","Low","676789","Eukaryota","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma singulare"
"122","ASV_122","None","None",NA,NA,NA,NA,NA,NA,NA
"123","ASV_123","Low","1973196","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros cinctus"
"124","ASV_124","Low","1982027","Eukaryota","Ciliophora","Prostomatea","Prorodontida","Plagiocampidae","Plagiocampa","Plagiocampa sp."
"125","ASV_125","High","876145","Eukaryota","Annelida","Polychaeta","Terebellida","Terebellidae","Pista","Pista maculata"
"126","ASV_126","High-MH","None","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae",NA,NA
"127","ASV_127","None","None",NA,NA,NA,NA,NA,NA,NA
"128","ASV_128","Low","181047","Eukaryota","Zoopagomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","Basidiobolus microsporus"
"129","ASV_129","Low","426637","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros pseudocurvisetus"
"130","ASV_130","High","54552","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia occidentalis"
"131","ASV_131","None","None",NA,NA,NA,NA,NA,NA,NA
"132","ASV_132","Low","344396","Eukaryota","Nematoda","Chromadorea","Monhysterida","Monhysteridae","Tridentulus","Tridentulus sp. PDL-2005"
"133","ASV_133","Low","34587","Eukaryota","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Katharina","Katharina tunicata"
"134","ASV_134","Low","2026243","Eukaryota","Mucoromycota","","","","","Glomeromycotina sp."
"135","ASV_135","Low","2745199","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","Microbulbifer sp. YPW1"
"136","ASV_136","None","None",NA,NA,NA,NA,NA,NA,NA
"137","ASV_137","High-MH","None","Eukaryota","","Dinophyceae",NA,NA,NA,NA
"138","ASV_138","Low","151586","Eukaryota","","","","","","Uncultured marine alveolate Group I DH148-EKD22"
"139","ASV_139","None","None",NA,NA,NA,NA,NA,NA,NA
"140","ASV_140","Low","749231","Eukaryota","","Ichthyosporea","","","Pirum","Pirum gemmata"
"141","ASV_141","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales",NA,NA,NA
"142","ASV_142","Low","278112","Eukaryota","Oomycota","","Lagenidiales","Haliphthoraceae","Haliphthoros","Haliphthoros sp. NJM 0034"
"143","ASV_143","Low","90248","Eukaryota","Zoopagomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","Basidiobolus haptosporus"
"144","ASV_144","Low","293199","Eukaryota","","Chrysophyceae","","","","Spumella-like flagellate JBM/S12"
"145","ASV_145","None","None",NA,NA,NA,NA,NA,NA,NA
"146","ASV_146","None","None",NA,NA,NA,NA,NA,NA,NA
"147","ASV_147","Low","344396","Eukaryota","Nematoda","Chromadorea","Monhysterida","Monhysteridae","Tridentulus","Tridentulus sp. PDL-2005"
"148","ASV_148","Low","2026243","Eukaryota","Mucoromycota","","","","","Glomeromycotina sp."
"149","ASV_149","Low","1898112","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","","Rhodospirillaceae bacterium"
"150","ASV_150","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"151","ASV_151","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"152","ASV_152","None","None",NA,NA,NA,NA,NA,NA,NA
"153","ASV_153","None","None",NA,NA,NA,NA,NA,NA,NA
"154","ASV_154","Low","629752","Eukaryota","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomastigidae","Protaspis","Protaspis sp. CC-2009a"
"155","ASV_155","None","None",NA,NA,NA,NA,NA,NA,NA
"156","ASV_156","High-MH","None","Eukaryota","Annelida","Polychaeta","Terebellida","Terebellidae",NA,NA
"157","ASV_157","Low","2060455","Eukaryota","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Acaromantis","Acaromantis vespucioi"
"158","ASV_158","Low","476100","Eukaryota","","Dinophyceae","Peridiniales","Pfiesteriaceae","","Pfiesteriaceae sp. masanensis"
"159","ASV_159","Low","151586","Eukaryota","","","","","","Uncultured marine alveolate Group I DH148-EKD22"
"160","ASV_160","Low","46767","Eukaryota","","Bigyra","Opalinata","Blastocystidae","Blastocystis","Blastocystis sp."
"161","ASV_161","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"162","ASV_162","Low","13776","Archaea","","","","","","unidentified archaeon"
"163","ASV_163","Low","91992","Eukaryota","","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma pacifica"
"164","ASV_164","Low","189818","Eukaryota","","Dictyochophyceae","Pedinellales","","Pedinella","Pedinella sp. squamata"
"165","ASV_165","Low","627966","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. PBS05"
"166","ASV_166","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"167","ASV_167","Low","1516059","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","Microbulbifer sp. ALW1"
"168","ASV_168","Low","83791","Eukaryota","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva flexuosa"
"169","ASV_169","None","None",NA,NA,NA,NA,NA,NA,NA
"170","ASV_170","Low","3030862","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","Aplanochytrium minuta"
"171","ASV_171","None","None",NA,NA,NA,NA,NA,NA,NA
"172","ASV_172","Low","2813034","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","","","Sedimentisphaerales bacterium"
"173","ASV_173","High-MH","None","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database"
"174","ASV_174","High-MH","None","Eukaryota","Platyhelminthes","Catenulida","","Stenostomidae","Stenostomum",NA
"175","ASV_175","Low","3708","Eukaryota","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica","Brassica napus"
"176","ASV_176","Low","1892381","Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales","Robiginitomaculaceae","Litorimonas","Litorimonas sp."
"177","ASV_177","None","None",NA,NA,NA,NA,NA,NA,NA
"178","ASV_178","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"179","ASV_179","Low","1898112","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","","Rhodospirillaceae bacterium"
"180","ASV_181","Low","1097433","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Hexacrobylidae","Oligotrema","Oligotrema lyra"
"181","ASV_182","None","None",NA,NA,NA,NA,NA,NA,NA
"182","ASV_183","High-MH","None","Eukaryota","Ciliophora","Oligohymenophorea","Peniculida","Parameciidae","Paramecium",NA
"183","ASV_184","High-MH","None","Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"184","ASV_185","High","377140","Bacteria","","","","","","methylotroph-related bacterial endosymbiont of Bathymodiolus heckerae"
"185","ASV_186","None","None",NA,NA,NA,NA,NA,NA,NA
"186","ASV_187","Low","2590551","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Sulfurimonas marina"
"187","ASV_188","Low","741088","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas sp. APCC MC5-1Cryo"
"188","ASV_189","High","1094326","Eukaryota","Nematoda","Chromadorea","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis wallacei"
"189","ASV_190","High-MH","None","Eukaryota","Cnidaria","Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea",NA
"190","ASV_191","High","353213","Eukaryota","","Bigyra","Bicosoecida","","Caecitellus","Caecitellus paraparvulus"
"191","ASV_192","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"192","ASV_193","Low","38836","Eukaryota","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pterosperma","Pterosperma cristatum"
"193","ASV_194","Low","1682431","Eukaryota","Ciliophora","Spirotrichea","","","","Choreotrichia sp. bTS1"
"194","ASV_195","High-MH","None","Eukaryota","Ciliophora","Oligohymenophorea","Hymenostomatida",NA,NA,NA
"195","ASV_196","None","None",NA,NA,NA,NA,NA,NA,NA
"196","ASV_197","Low","230409","Eukaryota","","","Pirsoniales","","Pirsonia","Pirsonia formosa"
"197","ASV_198","None","None",NA,NA,NA,NA,NA,NA,NA
"198","ASV_199","None","None",NA,NA,NA,NA,NA,NA,NA
"199","ASV_200","Low","1982022","Eukaryota","","","","","","Stramenopiles sp."
"200","ASV_201","Low","3039851","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amylibacter","Amylibacter sp. IMCC11727"
"201","ASV_202","None","None",NA,NA,NA,NA,NA,NA,NA
"202","ASV_203","Low","71585","Eukaryota","Ciliophora","Litostomatea","Vestibuliferida","Balantidiidae","Balantioides","Balantioides coli"
"203","ASV_204","High","1973086","Eukaryota","","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Spiniferites","Spiniferites ramosus"
"204","ASV_205","Low","947086","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora cf. communis"
"205","ASV_206","Low","696133","Eukaryota","Ciliophora","Litostomatea","Haptorida","Didiniidae","Cyclotrichium","Cyclotrichium cyclokaryon"
"206","ASV_207","High","49334","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","","[Candida] sorboxylosa"
"207","ASV_208","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"208","ASV_209","High","89957","Eukaryota","","Dinophyceae","Suessiales","Suessiaceae","Polarella","Polarella glacialis"
"209","ASV_210","High-MH","None","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae",NA,NA,NA
"210","ASV_211","Low","2026739","Archaea","Euryarchaeota","","","","","Euryarchaeota archaeon"
"211","ASV_212","None","None",NA,NA,NA,NA,NA,NA,NA
"212","ASV_213","Low","262237","Eukaryota","Endomyxa","Ascetosporea","Haplosporida","Haplosporidiidae","Haplosporidium","Haplosporidium lusitanicum"
"213","ASV_214","None","None",NA,NA,NA,NA,NA,NA,NA
"214","ASV_215","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"215","ASV_216","Low","2805718","Eukaryota","","","","","","Stramenopiles sp. MAST-1C-sp1"
"216","ASV_217","None","None",NA,NA,NA,NA,NA,NA,NA
"217","ASV_218","None","None",NA,NA,NA,NA,NA,NA,NA
"218","ASV_219","Low","629752","Eukaryota","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomastigidae","Protaspis","Protaspis sp. CC-2009a"
"219","ASV_220","High-MH","None","Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"220","ASV_221","High-MH","None","Eukaryota","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae",NA,NA
"221","ASV_222","Low","293199","Eukaryota","","Chrysophyceae","","","","Spumella-like flagellate JBM/S12"
"222","ASV_223","Low","2805718","Eukaryota","","","","","","Stramenopiles sp. MAST-1C-sp1"
"223","ASV_224","High-MH","None","Eukaryota","Rotifera","Eurotatoria",NA,NA,NA,NA
"224","ASV_225","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"225","ASV_226","High-MH","None","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA
"226","ASV_227","High","34036","Bacteria","Campylobacterota","","","","","unidentified epsilon proteobacterium"
"227","ASV_228","None","None",NA,NA,NA,NA,NA,NA,NA
"228","ASV_229","Low","284967","Eukaryota","Chlorophyta","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastix","Crustomastix sp. MBIC10709"
"229","ASV_230","Low","293199","Eukaryota","","Chrysophyceae","","","","Spumella-like flagellate JBM/S12"
"230","ASV_231","Low","1654993","Eukaryota","Evosea","Variosea","","","Darbyshirella","Darbyshirella sp. M77"
"231","ASV_232","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"232","ASV_233","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"233","ASV_234","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"234","ASV_235","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"235","ASV_236","Low","2026747","Archaea","Candidatus Heimdallarchaeota","","","","","Candidatus Heimdallarchaeota archaeon"
"236","ASV_237","Low","1714380","Eukaryota","","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma aff. verrucosa ALdS-2015"
