"","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"20","ASV_20","Low","2059681","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Auritella","Auritella spiculosa"
"21","ASV_21","Low","30301","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botryllus","Botryllus schlosseri"
"22","ASV_22","Low","136459","Eukaryota","Tubulinea","Elardia","Leptomyxida","Flabellulidae","Paraflabellula","Paraflabellula hoguae"
"23","ASV_23","Low","2805718","Eukaryota","","","","","","Stramenopiles sp. MAST-1C-sp1"
"24","ASV_24","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"25","ASV_25","Low","2920428","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Aurantimonas","Aurantimonas marianensis"
"26","ASV_26","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"27","ASV_27","Low","2003115","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella","Pedospumella sp. JBM19"
"28","ASV_28","Low","2600099","Eukaryota","","Chrysophyceae","Chromulinales","Chrysocapsaceae","Kremastochrysopsis","Kremastochrysopsis austriaca"
"29","ASV_29","High","201961","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidiella","Ascidiella aspersa"
"30","ASV_30","None","None",NA,NA,NA,NA,NA,NA,NA
"31","ASV_31","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"32","ASV_32","Low","483369","Eukaryota","","Dictyochophyceae","Pedinellales","","","Pedinellales sp. CCMP2098"
"33","ASV_33","High","1973086","Eukaryota","","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Spiniferites","Spiniferites ramosus"
"34","ASV_34","High","1773489","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetovibrionaceae","Varunaivibrio","Varunaivibrio sulfuroxidans"
"35","ASV_35","Low","35684","Eukaryota","","Dictyochophyceae","Pedinellales","","Pseudopedinella","Pseudopedinella elastica"
"36","ASV_36","None","None",NA,NA,NA,NA,NA,NA,NA
"37","ASV_37","High-MH","None","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"38","ASV_38","Low","1871048","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","Devosia sp."
"39","ASV_39","Low","2711279","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora bipinnatae"
"40","ASV_40","Low","262243","Eukaryota","Endomyxa","Ascetosporea","Haplosporida","","","Haplosporidian parasite of Pandalus platyceros"
"41","ASV_41","Low","59560","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia mammillata"
"42","ASV_42","High-MH","None","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas",NA
"43","ASV_43","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"44","ASV_44","None","None",NA,NA,NA,NA,NA,NA,NA
"45","ASV_45","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales",NA,NA,NA
"46","ASV_46","High-MH","None","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"47","ASV_47","Low","1931097","Eukaryota","Mucoromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Diversispora sp."
"48","ASV_48","Low","2026786","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","","","Rhodospirillales bacterium"
"49","ASV_49","None","None",NA,NA,NA,NA,NA,NA,NA
"50","ASV_50","None","None",NA,NA,NA,NA,NA,NA,NA
"51","ASV_51","None","None",NA,NA,NA,NA,NA,NA,NA
"52","ASV_52","Low","637492","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia sp. JJW-2009a"
"53","ASV_53","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"54","ASV_54","None","None",NA,NA,NA,NA,NA,NA,NA
"55","ASV_55","Low","413847","Eukaryota","Oomycota","","Lagenidiales","Haliphthoraceae","Haliphthoros","Haliphthoros sp. NJM 0443"
"56","ASV_56","Low","1892381","Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales","Robiginitomaculaceae","Litorimonas","Litorimonas sp."
"57","ASV_57","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"58","ASV_58","None","None",NA,NA,NA,NA,NA,NA,NA
"59","ASV_59","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"60","ASV_60","None","None",NA,NA,NA,NA,NA,NA,NA
"61","ASV_61","None","None",NA,NA,NA,NA,NA,NA,NA
"62","ASV_62","Low","2745199","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","Microbulbifer sp. YPW1"
"63","ASV_63","Low","2030826","Eukaryota","Endomyxa","Phytomyxea","Phagomyxida","","Maullinia","Maullinia braseltonii"
"64","ASV_64","Low","1892381","Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales","Robiginitomaculaceae","Litorimonas","Litorimonas sp."
"65","ASV_65","Low","315533","Eukaryota","Tubulinea","Elardia","Euamoebida","Hartmannellidae","Nolandella","Nolandella abertawensis"
"66","ASV_66","None","None",NA,NA,NA,NA,NA,NA,NA
"67","ASV_67","None","None",NA,NA,NA,NA,NA,NA,NA
"68","ASV_68","None","None",NA,NA,NA,NA,NA,NA,NA
"69","ASV_69","None","None",NA,NA,NA,NA,NA,NA,NA
"70","ASV_70","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"71","ASV_71","None","None",NA,NA,NA,NA,NA,NA,NA
"72","ASV_72","Low","2792761","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","","Rhogostomidae sp."
"73","ASV_73","High","35684","Eukaryota","","Dictyochophyceae","Pedinellales","","Pseudopedinella","Pseudopedinella elastica"
"74","ASV_74","Low","1516059","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","Microbulbifer sp. ALW1"
"75","ASV_75","Low","672126","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. TN6"
"76","ASV_76","None","None",NA,NA,NA,NA,NA,NA,NA
"77","ASV_77","Low","151027","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas longipes"
"78","ASV_78","High","1973086","Eukaryota","","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Spiniferites","Spiniferites ramosus"
"79","ASV_79","Low","1973196","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros cinctus"
"80","ASV_80","Low","3018275","Eukaryota","Cercozoa","Imbricatea","Thaumatomonadida","","Allas","Allas sp."
"81","ASV_81","Low","672125","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. HK9"
"82","ASV_82","None","None",NA,NA,NA,NA,NA,NA,NA
"83","ASV_83","High","676789","Eukaryota","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma singulare"
"84","ASV_84","None","None",NA,NA,NA,NA,NA,NA,NA
"85","ASV_85","Low","2026786","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","","","Rhodospirillales bacterium"
"86","ASV_86","None","None",NA,NA,NA,NA,NA,NA,NA
"87","ASV_87","High","315533","Eukaryota","Tubulinea","Elardia","Euamoebida","Hartmannellidae","Nolandella","Nolandella abertawensis"
"88","ASV_88","Low","980445","Bacteria","Thermodesulfobacteriota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Desulfoglaeba","Desulfoglaeba alkanexedens"
"89","ASV_89","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"90","ASV_90","Low","2018708","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea avium"
"91","ASV_91","None","None",NA,NA,NA,NA,NA,NA,NA
"92","ASV_92","None","None",NA,NA,NA,NA,NA,NA,NA
"93","ASV_93","Low","703023","Eukaryota","","","","","","Acantharian sp. 6201"
"94","ASV_94","Low","2711279","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora bipinnatae"
"95","ASV_95","None","None",NA,NA,NA,NA,NA,NA,NA
"96","ASV_96","Low","13776","Archaea","","","","","","unidentified archaeon"
"97","ASV_97","Low","2026243","Eukaryota","Mucoromycota","","","","","Glomeromycotina sp."
"98","ASV_98","None","None",NA,NA,NA,NA,NA,NA,NA
"99","ASV_99","Low","2026773","Archaea","","","","","","Candidatus Pacearchaeota archaeon"
"100","ASV_100","None","None",NA,NA,NA,NA,NA,NA,NA
"101","ASV_101","Low","27327","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia reukaufii"
"102","ASV_102","None","None",NA,NA,NA,NA,NA,NA,NA
"103","ASV_103","Low","1629645","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Porosporidae","Thiriotia","Thiriotia sp. MS-2015"
"104","ASV_104","High-MH","None","Eukaryota","Chlorophyta","","",NA,NA,NA
"105","ASV_105","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"106","ASV_106","Low","2919515","Eukaryota","","Bigyra","Bicosoecida","","","Bicosoecida sp. HIYC8c1"
"107","ASV_107","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"108","ASV_108","High-MH","None","Eukaryota","","Dinophyceae","Gonyaulacales","Pyrocystaceae","Alexandrium",NA
"109","ASV_109","High-MH","None","Eukaryota","","Dinophyceae","Gonyaulacales","Pyrocystaceae","Alexandrium",NA
"110","ASV_110","Low","947086","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora cf. communis"
"111","ASV_111","None","None",NA,NA,NA,NA,NA,NA,NA
"112","ASV_112","Low","1982022","Eukaryota","","","","","","Stramenopiles sp."
"113","ASV_113","High-MH","None","Eukaryota","","Dinophyceae","Peridiniales","Peridiniaceae","Scrippsiella",NA
"114","ASV_114","Low","151586","Eukaryota","","","","","","Uncultured marine alveolate Group I DH148-EKD22"
"115","ASV_115","High-MH","None","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae",NA,NA
"116","ASV_116","None","None",NA,NA,NA,NA,NA,NA,NA
"117","ASV_117","Low","359","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium rhizogenes"
"118","ASV_118","None","None",NA,NA,NA,NA,NA,NA,NA
"119","ASV_119","Low","1714380","Eukaryota","","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma aff. verrucosa ALdS-2015"
"120","ASV_120","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"121","ASV_121","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"122","ASV_122","Low","1892381","Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales","Robiginitomaculaceae","Litorimonas","Litorimonas sp."
"123","ASV_123","Low","1898112","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","","Rhodospirillaceae bacterium"
"124","ASV_124","Low","426637","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros pseudocurvisetus"
"125","ASV_125","Low","676789","Eukaryota","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma singulare"
"126","ASV_126","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"127","ASV_127","None","None",NA,NA,NA,NA,NA,NA,NA
"128","ASV_128","Low","59560","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia mammillata"
"129","ASV_129","Low","136459","Eukaryota","Tubulinea","Elardia","Leptomyxida","Flabellulidae","Paraflabellula","Paraflabellula hoguae"
"130","ASV_130","Low","278112","Eukaryota","Oomycota","","Lagenidiales","Haliphthoraceae","Haliphthoros","Haliphthoros sp. NJM 0034"
"131","ASV_131","Low","1283839","Eukaryota","","Ichthyosporea","Ichthyophonida","","Sphaeroforma","Sphaeroforma tapetis"
"132","ASV_132","None","None",NA,NA,NA,NA,NA,NA,NA
"133","ASV_133","High","876145","Eukaryota","Annelida","Polychaeta","Terebellida","Terebellidae","Pista","Pista maculata"
"134","ASV_134","High-MH","None","Eukaryota","Haptophyta","",NA,NA,NA,NA
"135","ASV_135","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"136","ASV_136","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"137","ASV_137","None","None",NA,NA,NA,NA,NA,NA,NA
"138","ASV_138","None","None",NA,NA,NA,NA,NA,NA,NA
"139","ASV_139","Low","741088","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas sp. APCC MC5-1Cryo"
"140","ASV_140","Low","229672","Eukaryota","Discosea","Flabellinia","Dactylopodida","Vexilliferidae","Pseudoparamoeba","Pseudoparamoeba pagei"
"141","ASV_141","None","None",NA,NA,NA,NA,NA,NA,NA
"142","ASV_142","Low","672126","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. TN6"
"143","ASV_143","None","None",NA,NA,NA,NA,NA,NA,NA
"144","ASV_144","Low","2060455","Eukaryota","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Acaromantis","Acaromantis vespucioi"
"145","ASV_145","None","None",NA,NA,NA,NA,NA,NA,NA
"146","ASV_146","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"147","ASV_147","Low","3030862","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","Aplanochytrium minuta"
"148","ASV_148","Low","749231","Eukaryota","","Ichthyosporea","","","Pirum","Pirum gemmata"
"149","ASV_149","None","None",NA,NA,NA,NA,NA,NA,NA
"150","ASV_150","Low","34587","Eukaryota","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Katharina","Katharina tunicata"
"151","ASV_151","High-MH","None","Eukaryota","","Dinophyceae",NA,NA,NA,NA
"152","ASV_152","Low","629752","Eukaryota","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomastigidae","Protaspis","Protaspis sp. CC-2009a"
"153","ASV_153","High-MH","None","Eukaryota","Cnidaria","Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea",NA
"154","ASV_154","Low","476100","Eukaryota","","Dinophyceae","Peridiniales","Pfiesteriaceae","","Pfiesteriaceae sp. masanensis"
"155","ASV_155","Low","3708","Eukaryota","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica","Brassica napus"
"156","ASV_156","Low","181047","Eukaryota","Zoopagomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","Basidiobolus microsporus"
"157","ASV_157","Low","2884181","Eukaryota","","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Pseudocochlodinium","Pseudocochlodinium profundisulcus"
"158","ASV_158","None","None",NA,NA,NA,NA,NA,NA,NA
"159","ASV_159","Low","151586","Eukaryota","","","","","","Uncultured marine alveolate Group I DH148-EKD22"
"160","ASV_160","Low","2011922","Eukaryota","Chytridiomycota","Chytridiomycetes","Rhizophydiales","","","Rhizophydiales sp."
"161","ASV_161","Low","151586","Eukaryota","","","","","","Uncultured marine alveolate Group I DH148-EKD22"
"162","ASV_162","Low","2026747","Archaea","Candidatus Heimdallarchaeota","","","","","Candidatus Heimdallarchaeota archaeon"
"163","ASV_163","Low","90248","Eukaryota","Zoopagomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","Basidiobolus haptosporus"
"164","ASV_164","None","None",NA,NA,NA,NA,NA,NA,NA
"165","ASV_165","Low","2805718","Eukaryota","","","","","","Stramenopiles sp. MAST-1C-sp1"
"166","ASV_166","Low","91992","Eukaryota","","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma pacifica"
"167","ASV_167","None","None",NA,NA,NA,NA,NA,NA,NA
"168","ASV_168","High-MH","None","Eukaryota","Arthropoda","Hexanauplia",NA,NA,NA,NA
"169","ASV_169","None","None",NA,NA,NA,NA,NA,NA,NA
"170","ASV_170","Low","2026747","Archaea","Candidatus Heimdallarchaeota","","","","","Candidatus Heimdallarchaeota archaeon"
"171","ASV_171","High-MH","None","Eukaryota","Bacillariophyta","Coscinodiscophyceae",NA,NA,NA,NA
"172","ASV_172","Low","2041829","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira sp. RCC4858"
"173","ASV_173","None","None",NA,NA,NA,NA,NA,NA,NA
"174","ASV_174","None","None",NA,NA,NA,NA,NA,NA,NA
"175","ASV_175","High","2292165","Eukaryota","","Dinophyceae","Peridiniales","Peridiniaceae","Scrippsiella","Scrippsiella masanensis"
"176","ASV_176","None","None",NA,NA,NA,NA,NA,NA,NA
"177","ASV_177","None","None",NA,NA,NA,NA,NA,NA,NA
"178","ASV_178","Low","1273132","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Liberibacter","Liberibacter crescens"
"179","ASV_179","Low","91992","Eukaryota","","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma pacifica"
"180","ASV_180","Low","1892381","Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales","Robiginitomaculaceae","Litorimonas","Litorimonas sp."
"181","ASV_181","Low","230409","Eukaryota","","","Pirsoniales","","Pirsonia","Pirsonia formosa"
"182","ASV_182","Low","1051892","Eukaryota","","Bigyra","Labyrinthulida","Labyrinthulaceae","Labyrinthula","Labyrinthula sp. ACB-2011a"
"183","ASV_183","None","None",NA,NA,NA,NA,NA,NA,NA
"184","ASV_184","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",NA
"185","ASV_185","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"186","ASV_186","Low","136459","Eukaryota","Tubulinea","Elardia","Leptomyxida","Flabellulidae","Paraflabellula","Paraflabellula hoguae"
"187","ASV_187","Low","83791","Eukaryota","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva flexuosa"
"188","ASV_188","High","3032086","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula griffithsii"
"189","ASV_189","Low","189818","Eukaryota","","Dictyochophyceae","Pedinellales","","Pedinella","Pedinella sp. squamata"
"190","ASV_190","Low","38836","Eukaryota","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pterosperma","Pterosperma cristatum"
"191","ASV_191","High-MH","None","Eukaryota","Annelida","Polychaeta","Terebellida","Terebellidae",NA,NA
"192","ASV_193","None","None",NA,NA,NA,NA,NA,NA,NA
"193","ASV_194","Low","1097433","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Hexacrobylidae","Oligotrema","Oligotrema lyra"
"194","ASV_195","Low","1527793","Eukaryota","","Dinophyceae","Coccidiniales","Chytriodiniaceae","Chytriodinium","Chytriodinium sp. Atlantic"
"195","ASV_196","None","None",NA,NA,NA,NA,NA,NA,NA
"196","ASV_197","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"197","ASV_198","None","None",NA,NA,NA,NA,NA,NA,NA
"198","ASV_199","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales",NA,NA,NA
"199","ASV_200","High-MH","None","Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"200","ASV_201","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"201","ASV_202","None","None",NA,NA,NA,NA,NA,NA,NA
"202","ASV_203","Low","629752","Eukaryota","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomastigidae","Protaspis","Protaspis sp. CC-2009a"
"203","ASV_204","Low","46767","Eukaryota","","Bigyra","Opalinata","Blastocystidae","Blastocystis","Blastocystis sp."
"204","ASV_205","High-MH","None","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae",NA,NA,NA
"205","ASV_206","None","None",NA,NA,NA,NA,NA,NA,NA
"206","ASV_207","Low","3032086","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula griffithsii"
"207","ASV_208","Low","1979866","Eukaryota","Cercozoa","Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas sp."
"208","ASV_209","None","None",NA,NA,NA,NA,NA,NA,NA
"209","ASV_210","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"210","ASV_211","High-MH","None","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae",NA,NA
"211","ASV_212","High-MH","None","Eukaryota","","Dinophyceae",NA,NA,NA,NA
"212","ASV_213","Low","1940790","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Sedimentisphaeraceae","Sedimentisphaera","Sedimentisphaera cyanobacteriorum"
"213","ASV_214","Low","262237","Eukaryota","Endomyxa","Ascetosporea","Haplosporida","Haplosporidiidae","Haplosporidium","Haplosporidium lusitanicum"
"214","ASV_215","High-MH","None","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"215","ASV_216","None","None",NA,NA,NA,NA,NA,NA,NA
"216","ASV_217","High","2529852","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Kiloniellaceae","Curvivirga","Curvivirga aplysinae"
"217","ASV_218","High-MH","None","Eukaryota","","Dinophyceae",NA,NA,NA,NA
"218","ASV_219","None","None",NA,NA,NA,NA,NA,NA,NA
"219","ASV_220","None","None",NA,NA,NA,NA,NA,NA,NA
"220","ASV_221","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"221","ASV_222","None","None",NA,NA,NA,NA,NA,NA,NA
"222","ASV_223","Low","670520","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","Aplanochytrium sp. S1a"
"223","ASV_224","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"224","ASV_225","Low","230410","Eukaryota","","","Pirsoniales","","Pirsonia","Pirsonia guinardiae"
"225","ASV_226","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"226","ASV_227","High","89957","Eukaryota","","Dinophyceae","Suessiales","Suessiaceae","Polarella","Polarella glacialis"
"227","ASV_228","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"228","ASV_229","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"229","ASV_230","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"230","ASV_231","Low","670520","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","Aplanochytrium sp. S1a"
"231","ASV_232","Low","53270","Eukaryota","Chlorophyta","Trebouxiophyceae","","","Leptosira","Leptosira obovata"
"232","ASV_233","High-MH","None","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae",NA,NA
"233","ASV_234","Low","284967","Eukaryota","Chlorophyta","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastix","Crustomastix sp. MBIC10709"
"234","ASV_235","Low","2026621","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","","Thraustochytriaceae sp."
"235","ASV_236","High","1177755","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Methyloligella","Methyloligella halotolerans"
"236","ASV_237","High","1497510","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros gelidus"
"237","ASV_238","Low","2052168","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","","Methanomassiliicoccaceae archaeon"
"238","ASV_239","None","None",NA,NA,NA,NA,NA,NA,NA
"239","ASV_240","Low","2792763","Eukaryota","","Bigyra","Amphifilida","","Sorodiplophrys","Sorodiplophrys sp."
"240","ASV_241","Low","13776","Archaea","","","","","","unidentified archaeon"
"241","ASV_242","Low","696133","Eukaryota","Ciliophora","Litostomatea","Haptorida","Didiniidae","Cyclotrichium","Cyclotrichium cyclokaryon"
