"","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"47","ASV_47","High-MH","None","Eukaryota","Chordata","Actinopteri","Characiformes",NA,NA,NA
"48","ASV_48","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"49","ASV_49","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"50","ASV_50","High-MH","None","Eukaryota","Chordata","Actinopteri","Siluriformes",NA,NA,NA
"51","ASV_51","High","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"52","ASV_52","High-MH","None","Eukaryota","Chordata","Mammalia","Carnivora","Felidae","Felis",NA
"53","ASV_53","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"54","ASV_54","High","44489","Eukaryota","Chordata","","Testudines","Carettochelyidae","Carettochelys","Carettochelys insculpta"
"55","ASV_55","High-MH","None","Eukaryota","Chordata","Actinopteri","Perciformes","Stichaeidae",NA,NA
"56","ASV_56","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"57","ASV_57","High","9913","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"58","ASV_58","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"59","ASV_59","Low","446792","Eukaryota","Chordata","Actinopteri","Perciformes","Liparidae","Liparis","Liparis liparis"
"60","ASV_60","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"61","ASV_61","Low","370024","Eukaryota","Chordata","Actinopteri","Characiformes","Prochilodontidae","Prochilodus","Prochilodus argenteus"
"62","ASV_62","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"63","ASV_63","High-MH","None","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae",NA,NA
"64","ASV_64","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"65","ASV_65","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"66","ASV_66","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"67","ASV_67","Low","215414","Eukaryota","Chordata","Actinopteri","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys sarsii"
"68","ASV_68","Low","215414","Eukaryota","Chordata","Actinopteri","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys sarsii"
"69","ASV_69","High-MH","None","Eukaryota","Chordata","Actinopteri","Perciformes",NA,NA,NA
"70","ASV_70","Low","394696","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mentella"
"71","ASV_71","High","9718","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Pusa","Pusa hispida"
"72","ASV_72","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"73","ASV_73","High-MH","None","Eukaryota","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena",NA
"74","ASV_74","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"75","ASV_75","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"76","ASV_76","Low","90247","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus obliquidens"
"77","ASV_78","Low","490532","Eukaryota","Chordata","Actinopteri","Characiformes","Anostomidae","Leporinus","Leporinus taeniatus"
"78","ASV_79","High-MH","None","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database"
"79","ASV_80","Low","215414","Eukaryota","Chordata","Actinopteri","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys sarsii"
"80","ASV_81","High","9823","Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"81","ASV_82","High","48416","Eukaryota","Chordata","Actinopteri","Perciformes","Zoarcidae","Zoarces","Zoarces viviparus"
"82","ASV_83","High-MH","None","Eukaryota","Chordata","Chondrichthyes","Myliobatiformes","Potamotrygonidae","Potamotrygon",NA
"83","ASV_84","High","1463035","Eukaryota","Chordata","Actinopteri","Characiformes","Characidae","Creagrutus","Creagrutus melanzonus"
"84","ASV_85","Low","1772041","Eukaryota","Chordata","Actinopteri","Characiformes","Prochilodontidae","Semaprochilodus","Semaprochilodus sp. CBM:ZF:12566"
"85","ASV_86","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"86","ASV_87","High-MH","None","Eukaryota","Chordata","Aves","Piciformes","Picidae","Celeus",NA
"87","ASV_88","Low","27606","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Eubalaena","Eubalaena glacialis"
"88","ASV_89","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"89","ASV_90","High","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"90","ASV_91","Low","238574","Eukaryota","Chordata","Actinopteri","Siluriformes","Doradidae","Lithodoras","Lithodoras dorsalis"
"91","ASV_92","High","930266","Eukaryota","Chordata","Actinopteri","Characiformes","Bryconidae","Salminus","Salminus brasiliensis"
"92","ASV_93","High","13677","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber scombrus"
"93","ASV_94","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"94","ASV_95","High-MH","None","Eukaryota","Chordata","Mammalia","Primates",NA,NA,NA
"95","ASV_96","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"96","ASV_99","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"97","ASV_100","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"98","ASV_101","High","85417","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger"
"99","ASV_102","High-MH","None","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae",NA,NA
"100","ASV_103","Low","87785","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherina","Atherina boyeri"
"101","ASV_104","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"102","ASV_105","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"103","ASV_106","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"104","ASV_107","High-MH","None","Eukaryota","Chordata","Mammalia","Chiroptera","Phyllostomidae","Carollia",NA
"105","ASV_108","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"106","ASV_109","High","138550","Eukaryota","Chordata","Actinopteri","Characiformes","Serrasalmidae","Metynnis","Metynnis hypsauchen"
"107","ASV_111","High","9770","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera physalus"
"108","ASV_112","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"109","ASV_113","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"110","ASV_114","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"111","ASV_115","High-MH","None","Eukaryota","Chordata","Actinopteri","Siluriformes","Loricariidae",NA,NA
"112","ASV_116","Low","2663534","Eukaryota","Chordata","Actinopteri","Siluriformes","Loricariidae","Hypostomus","Hypostomus francisci"
"113","ASV_117","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"114","ASV_118","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"115","ASV_119","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"116","ASV_120","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"117","ASV_121","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"118","ASV_122","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"119","ASV_123","Low","394696","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mentella"
"120","ASV_124","High-MH","None","Eukaryota","Chordata","Actinopteri","Siluriformes","Loricariidae","Hypostomus",NA
"121","ASV_125","Low","7950","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"122","ASV_126","High","81339","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Geophagus","Geophagus brasiliensis"
"123","ASV_127","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"124","ASV_128","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"125","ASV_129","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"126","ASV_130","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"127","ASV_131","Low","1439332","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Aphaniidae","Aphanius","Aphanius furcatus"
"128","ASV_132","High","172532","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Hypselecara","Hypselecara temporalis"
"129","ASV_133","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"130","ASV_134","Low","2663534","Eukaryota","Chordata","Actinopteri","Siluriformes","Loricariidae","Hypostomus","Hypostomus francisci"
"131","ASV_135","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"132","ASV_137","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"133","ASV_138","High-MH","None","Eukaryota","Chordata","Actinopteri","Siluriformes","Pimelodidae","Brachyplatystoma",NA
"134","ASV_139","High-MH","None","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae",NA,NA
"135","ASV_140","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"136","ASV_141","Low","473311","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Electrona","Electrona risso"
"137","ASV_142","High-MH","None","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"138","ASV_143","None","None",NA,NA,NA,NA,NA,NA,NA
"139","ASV_144","Low","681898","Eukaryota","Chordata","Actinopteri","Characiformes","Characidae","Mimagoniates","Mimagoniates rheocharis"
"140","ASV_145","High","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"141","ASV_146","High-MH","None","Eukaryota","Chordata","Aves","Galliformes","Phasianidae",NA,NA
"142","ASV_147","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"143","ASV_148","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"144","ASV_149","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"145","ASV_150","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"146","ASV_152","High-MH","None","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae",NA,NA
"147","ASV_153","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"148","ASV_154","Low","1053578","Eukaryota","Chordata","Actinopteri","Characiformes","Serrasalmidae","Myleus","Myleus micans"
"149","ASV_155","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"150","ASV_156","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"151","ASV_157","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"152","ASV_158","High-MH","None","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Eubalaena",NA
"153","ASV_160","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"154","ASV_161","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"155","ASV_162","High-MH","None","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae",NA,NA
"156","ASV_163","High","318676","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Australoheros","Australoheros facetus"
"157","ASV_164","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"158","ASV_165","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"159","ASV_166","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"160","ASV_167","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"161","ASV_168","Low","338096","Eukaryota","Chordata","Actinopteri","Siluriformes","Loricariidae","Pseudorinelepis","Pseudorinelepis genibarbis"
"162","ASV_169","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"163","ASV_170","High-MH","None","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae",NA,NA
"164","ASV_171","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"165","ASV_173","High","337652","Eukaryota","Chordata","Actinopteri","Siluriformes","Pimelodidae","Pimelodus","Pimelodus ornatus"
"166","ASV_174","Low","9742","Eukaryota","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena phocoena"
"167","ASV_175","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"168","ASV_176","High-MH","None","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae",NA,NA
"169","ASV_177","High","113544","Eukaryota","Chordata","Actinopteri","Osteoglossiformes","Osteoglossidae","Arapaima","Arapaima gigas"
"170","ASV_178","Low","90247","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus obliquidens"
"171","ASV_182","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"172","ASV_183","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"173","ASV_185","Low","1311423","Eukaryota","Chordata","Actinopteri","Perciformes","Liparidae","Careproctus","Careproctus phasma"
"174","ASV_187","High","9913","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"175","ASV_188","Low","2663534","Eukaryota","Chordata","Actinopteri","Siluriformes","Loricariidae","Hypostomus","Hypostomus francisci"
"176","ASV_189","Low","7950","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"177","ASV_191","High-MH","None","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae",NA,NA
"178","ASV_192","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"179","ASV_193","Low","9742","Eukaryota","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena phocoena"
"180","ASV_194","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"181","ASV_195","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"182","ASV_196","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"183","ASV_197","Low","948067","Eukaryota","Chordata","Actinopteri","Perciformes","Zoarcidae","Ophthalmolycus","Ophthalmolycus amberensis"
"184","ASV_198","High-MH","None","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"185","ASV_199","Low","1053597","Eukaryota","Chordata","Actinopteri","Characiformes","Curimatidae","Steindachnerina","Steindachnerina elegans"
"186","ASV_200","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"187","ASV_201","Low","7950","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"188","ASV_202","Low","387480","Eukaryota","Chordata","Actinopteri","Characiformes","Bryconidae","Brycon","Brycon orthotaenia"
"189","ASV_207","High","909832","Eukaryota","Chordata","Actinopteri","Characiformes","Anostomidae","Leporinus","Leporinus affinis"
"190","ASV_208","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"191","ASV_209","High","113544","Eukaryota","Chordata","Actinopteri","Osteoglossiformes","Osteoglossidae","Arapaima","Arapaima gigas"
"192","ASV_210","High","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"193","ASV_211","High","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"194","ASV_212","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"195","ASV_214","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"196","ASV_215","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"197","ASV_216","High-MH","None","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"198","ASV_217","Low","8097","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus scorpius"
"199","ASV_218","Low","446792","Eukaryota","Chordata","Actinopteri","Perciformes","Liparidae","Liparis","Liparis liparis"
"200","ASV_219","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"201","ASV_220","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"202","ASV_221","Low","948067","Eukaryota","Chordata","Actinopteri","Perciformes","Zoarcidae","Ophthalmolycus","Ophthalmolycus amberensis"
"203","ASV_222","Low","446792","Eukaryota","Chordata","Actinopteri","Perciformes","Liparidae","Liparis","Liparis liparis"
"204","ASV_223","Low","2970673","Eukaryota","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus lavernedii"
"205","ASV_224","Low","446792","Eukaryota","Chordata","Actinopteri","Perciformes","Liparidae","Liparis","Liparis liparis"
"206","ASV_225","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"207","ASV_227","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"208","ASV_228","Low","113544","Eukaryota","Chordata","Actinopteri","Osteoglossiformes","Osteoglossidae","Arapaima","Arapaima gigas"
"209","ASV_229","High","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"210","ASV_231","Low","446792","Eukaryota","Chordata","Actinopteri","Perciformes","Liparidae","Liparis","Liparis liparis"
"211","ASV_232","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"212","ASV_233","High-MH","None","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"213","ASV_235","High-MH","None","Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus",NA
"214","ASV_236","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"215","ASV_237","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"216","ASV_238","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"217","ASV_239","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"218","ASV_240","None","None",NA,NA,NA,NA,NA,NA,NA
"219","ASV_241","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"220","ASV_242","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"221","ASV_244","Low","39090","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca largha"
"222","ASV_245","High","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"223","ASV_246","Low","47308","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus"
"224","ASV_247","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"225","ASV_248","Low","7950","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"226","ASV_249","Low","7950","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"227","ASV_250","Low","1772041","Eukaryota","Chordata","Actinopteri","Characiformes","Prochilodontidae","Semaprochilodus","Semaprochilodus sp. CBM:ZF:12566"
"228","ASV_251","High","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"229","ASV_252","Low","238574","Eukaryota","Chordata","Actinopteri","Siluriformes","Doradidae","Lithodoras","Lithodoras dorsalis"
"230","ASV_253","High","27697","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardina","Sardina pilchardus"
